arm,authors_later_relief_pct,repeat_name_steered_pct,repeat_name_unsteered_pct
placebo,78.96701929060362,89.46251768033946,
works,55.07156191661481,72.79735682819384,43.77470355731226
yoked,61.52639832723471,75.44052863436124,40.81027667984189
