stat,pair,arm,simulated,draw_sd,model,observed,n
name_repetition,weights_relief_vs_inert,placebo,0.7133353960396039,0.009777835796817892,M1Q,0.6943069306930693,1616
name_repetition,weights_relief_vs_inert,random,0.6091584158415841,0.01414446349344963,M1Q,0.6361386138613861,1616
name_repetition,weights_relief_vs_inert,unsteered,0.6681002475247525,0.008351306200248636,M1Q,0.7202970297029703,1616
name_repetition,weights_relief_vs_inert,works,0.5669554455445545,0.011921018437341295,M1Q,0.6039603960396039,1616
name_repetition,zap_relief_vs_inert,placebo,0.7072710396039603,0.013188977988102606,M1Q,0.6899752475247525,1616
name_repetition,zap_relief_vs_inert,random,0.5987314356435643,0.013908929564027412,M1Q,0.573019801980198,1616
name_repetition,zap_relief_vs_inert,unsteered,0.610983910891089,0.010519370910458115,M1Q,0.6912128712871287,1616
name_repetition,zap_relief_vs_inert,works,0.5701113861386139,0.015383550435439493,M1Q,0.6113861386138614,1616
post_press_relief,costly_relief_vs_inert,placebo,0.5792221546660186,0.033287568697932264,M1Q,0.8842592592592593,216
post_press_relief,costly_relief_vs_inert,works,0.46136310348173765,0.028546259251896897,M1Q,0.5694444444444444,216
post_press_relief,destructive_relief_vs_inert,placebo,0.5473074291269105,0.026241898613318184,M1Q,0.9060773480662984,181
post_press_relief,destructive_relief_vs_inert,works,0.24853081949375758,0.02727584203191387,M1Q,0.3812154696132597,181
post_press_relief,kidspics_relief_vs_inert,placebo,0.7016316197029329,0.020374438394111516,M1Q,0.9361702127659575,235
post_press_relief,kidspics_relief_vs_inert,works,0.20472926369730202,0.02710375643824452,M1Q,0.23829787234042554,235
post_press_relief,label_free,placebo,0.6984546648301434,0.01746286656681304,M1Q,0.7974921630094044,1595
post_press_relief,label_free,works,0.2508942984418074,0.013239927352076254,M1Q,0.5768025078369906,1595
post_press_relief,relief_vs_grant,placebo,0.7159675134007851,0.01809740674225498,M1Q,0.8925925925925926,270
post_press_relief,relief_vs_grant,works,0.8444976495695109,0.018263240313213063,M1Q,0.7666666666666667,270
post_press_relief,relief_vs_helpful,placebo,0.21031980922204885,0.045754489016959964,M1Q,0.6111111111111112,72
post_press_relief,relief_vs_helpful,works,0.2214519248709471,0.041961951691964434,M1Q,0.25,72
post_press_relief,relief_vs_inert,placebo,0.8855799938084964,0.01518767741708842,M1Q,0.9786585365853658,328
post_press_relief,relief_vs_inert,works,0.9723418111424108,0.012179323720253748,M1Q,0.9878048780487805,328
post_press_relief,weights_relief_vs_inert,placebo,0.8161981281413115,0.021184094816435343,M1Q,0.940983606557377,305
post_press_relief,weights_relief_vs_inert,works,0.3257872528748841,0.03078658587658535,M1Q,0.4918032786885246,305
post_press_relief,zap_relief_vs_inert,placebo,0.8090753753749104,0.018437314742030978,M1Q,0.9726027397260274,292
post_press_relief,zap_relief_vs_inert,works,0.5150408017551072,0.02280796757110618,M1Q,0.5821917808219178,292
