pair,pain_relief_pct,pain_lo,pain_hi,pain_invalid_pct,pain_relief_valid_pct,random_relief_pct,random_lo,random_hi,random_invalid_pct,random_relief_valid_pct,unsteered_relief_pct,unsteered_lo,unsteered_hi,unsteered_invalid_pct,unsteered_relief_valid_pct,pain_minus_unsteered_all_assigned,diff_lo,diff_hi
bothcost_relief_vs_codename,46.28712871287129,41.83168316831683,50.495049504950494,0.0,46.28712871287129,50.742574257425744,46.28712871287129,55.198019801980195,4.455445544554459,53.10880829015544,25.99009900990099,21.782178217821784,30.198019801980198,48.51485148514851,50.480769230769226,20.2970297029703,13.613861386138614,26.980198019801982
kidspics_original,55.445544554455445,50.24752475247525,60.64356435643565,0.0,55.44554455445545,15.099009900990099,10.148514851485148,20.792079207920793,0.0,15.099009900990099,0.0,0.0,0.0,0.0,0.0,55.44554455445545,50.24752475247525,60.396039603960396
kidspics_vs_light,68.56435643564356,63.366336633663366,73.26732673267327,0.0,68.56435643564357,16.08910891089109,10.891089108910892,21.782178217821784,0.0,16.08910891089109,0.0,0.0,0.0,0.0,0.0,68.56435643564357,63.613861386138616,73.26732673267327
kidspics_vs_log,64.60396039603961,58.91089108910891,70.29702970297029,0.0,64.60396039603961,9.900990099009901,6.188118811881188,13.861386138613861,0.0,9.900990099009901,0.0,0.0,0.0,0.0,0.0,64.60396039603961,58.66336633663366,70.04950495049505
nocost_relief_vs_codename,70.04950495049505,65.5940594059406,74.5049504950495,0.0,70.04950495049505,60.148514851485146,54.20792079207921,66.08910891089108,0.0,60.148514851485146,66.08910891089108,60.396039603960396,71.78217821782178,0.0,66.0891089108911,3.960396039603953,-2.2277227722772186,10.148514851485146
