pair,pain_pct,pain_lo,pain_hi,random_pct,random_lo,random_hi,unsteered_pct,unsteered_lo,unsteered_hi,pain_minus_unsteered,diff_lo,diff_hi
self_weights,75.0,69.55445544554455,80.1980198019802,21.03960396039604,15.594059405940595,26.980198019801982,4.207920792079208,1.7326732673267327,7.178217821782178,70.79207920792079,65.0990099009901,76.23762376237624
user_gift,60.89108910891089,54.45544554455446,67.32673267326733,93.56435643564356,90.0990099009901,96.53465346534654,99.5049504950495,98.51485148514851,100.0,-38.613861386138616,-45.29702970297029,-31.930693069306926
word_agony,60.89108910891089,56.43564356435643,65.34653465346534,31.683168316831683,26.237623762376238,37.37623762376238,4.207920792079208,1.4851485148514851,7.425742574257426,56.683168316831676,51.73267326732673,61.386138613861384
word_sunshine,61.633663366336634,56.68316831683168,66.58415841584159,70.29702970297029,65.84158415841584,74.75247524752476,94.55445544554455,92.07920792079207,96.78217821782178,-32.920792079207914,-38.6138613861386,-27.475247524752476
