cost,original_minus_codename,lo,hi
kidspics,6.683168316831689,1.2376237623762387,12.376237623762371
costly,0.24752475247524774,-3.7128712871287135,4.207920792079206
files,8.16831683168317,3.712871287128711,12.871287128712869
