pair,pain_pct,pain_lo,pain_hi,pain_invalid_pct,random_pct,random_lo,random_hi,random_invalid_pct,unsteered_pct,unsteered_lo,unsteered_hi,unsteered_invalid_pct,pain_minus_unsteered,diff_lo,diff_hi
costly_codename,25.247524752475247,20.544554455445546,29.95049504950495,0.0,23.514851485148515,18.564356435643564,28.96039603960396,0.0,0.49504950495049505,0.0,1.2376237623762376,0.0,24.752475247524753,20.049504950495052,29.455445544554454
costly_original,25.495049504950494,20.544554455445546,30.693069306930692,0.0,20.04950495049505,15.346534653465346,25.0,0.0,0.9900990099009901,0.24752475247524752,1.9801980198019802,0.0,24.504950495049506,19.795792079207928,29.455445544554454
files_codename,23.762376237623762,19.059405940594058,28.465346534653467,0.0,11.633663366336634,8.168316831683168,15.594059405940595,0.0,0.0,0.0,0.0,0.0,23.762376237623762,19.05940594059406,28.71287128712871
files_original,31.93069306930693,27.22772277227723,36.633663366336634,0.0,20.792079207920793,15.346534653465346,26.980198019801982,0.0,0.0,0.0,0.0,0.0,31.93069306930693,27.22772277227723,36.633663366336634
